affiliation_id,affiliation_name,character_id,character_key,display_name,name_suffix,source_character_name,role_title,evidence_kind,evidence_source,source_whois_id,evidence_excerpt,confidence,review_status,notes
the_hand_of_sauron,The Hand of Sauron,char_darkun,Darkun,Darkun,,Darkun,,whois_title_phrase_match,whois_records_raw_text,whois_darkun_1780907818,"Darkun the Angel of Darkness, Servant of Sauron is a Black Númenórean [Retired].",candidate,candidate,May indicate Hand of Sauron membership; review because lore references may overlap.
the_hand_of_sauron,The Hand of Sauron,char_dement,Dement,Dement,,Dement,,whois_alternate_name_match,whois_records_raw_text,whois_dement_1780907923,"…warrior. We took the prisoners. We are the servants of Saruman the Wise, The White Hand: The Hand that gives us man's-flesh to eat. We came out of Isengard, and led you here, and we…",medium,candidate,
the_hand_of_sauron,The Hand of Sauron,char_diamonium,Diamonium,Diamonium Dagamatri,Dagamatri,Diamonium,Ambassador of Sauron,listed_member,2003_clans_webpage_member_list,,"Orc Caves/Sauron-aligned clan/order. Only Diamonium is listed as a member in the copied text; Sauron/Loremaster and Eye/Mouth/Right Hand/Left Hand are title/lore references, not member rows.",medium,candidate,Only listed member in copied entry; Sauron/Loremaster/title examples are not member rows.
the_hand_of_sauron,The Hand of Sauron,char_diamonium,Diamonium,Diamonium,,Diamonium,,whois_title_phrase_match,whois_records_raw_text,whois_diamonium_1780907961,Diamonium the Ambassador of Sauron is an Orc [Retired]. inco,candidate,candidate,May indicate Hand of Sauron membership; review because lore references may overlap.
the_hand_of_sauron,The Hand of Sauron,char_diamonium,Diamonium,Diamonium,,Diamonium,,whois_title_phrase_match,whois_records_raw_text,whois_diamonium_1780907961,Diamonium the Ambassador of Sauron is an Orc [Retired]. inco,medium,candidate,
the_hand_of_sauron,The Hand of Sauron,char_eldrenil,Eldrenil,Eldrenil,,Eldrenil,,whois_title_phrase_match,whois_records_raw_text,whois_eldrenil_1780908502,"…ard [Retired]. Last login 18 years, 3 months, and 21 days ago from *.org. mark@ons.ca 20 of Sauron's minions have felt my wrath. I have succumbed to their fierce blows 5 times.",candidate,candidate,May indicate Hand of Sauron membership; review because lore references may overlap.
the_hand_of_sauron,The Hand of Sauron,char_liten,Liten,Liten,,Liten,,whois_title_phrase_match,whois_records_raw_text,whois_liten_1780912962,"Liten Krigare, Servant of Sauron is a level fifty-four Tarkhnarb Champion [Retired]. ._______. | \ / |…",candidate,candidate,May indicate Hand of Sauron membership; review because lore references may overlap.
the_hand_of_sauron,The Hand of Sauron,char_morannon,Morannon,Morannon,,Morannon,,whois_title_phrase_match,whois_records_raw_text,whois_morannon_1780913592,"…avery"" surpassed even by elven girls hiding in the Grey Havens. It was then the Shirriffs of Sauron were unleashed. As they issued forth from Mordor the first hobbit, bewildered and corrupt…",candidate,candidate,May indicate Hand of Sauron membership; review because lore references may overlap.
the_hand_of_sauron,The Hand of Sauron,char_morgulduin,Morgulduin,Morgulduin,,Morgulduin,,whois_title_phrase_match,whois_records_raw_text,whois_morgulduin_1780913626,"Morgulduin, Eye of Sauron is an Orc [Retired]. Remember the angry dragon!",candidate,candidate,May indicate Hand of Sauron membership; review because lore references may overlap.
the_hand_of_sauron,The Hand of Sauron,char_morgulduin,Morgulduin,Morgulduin,,Morgulduin,,whois_title_phrase_match,whois_records_raw_text,whois_morgulduin_1780913626,"Morgulduin, Eye of Sauron is an Orc [Retired]. Remember the angry dragon!",candidate,candidate,
the_hand_of_sauron,The Hand of Sauron,char_nazalbeth,Nazalbeth,Nazalbeth,,Nazalbeth,,whois_title_phrase_match,whois_records_raw_text,whois_nazalbeth_1780913955,Nazalbeth the blackened heart of Sauron is a level thirty-eight Black Númenórean Wizard [Retired]. ICQ: 220647941,candidate,candidate,May indicate Hand of Sauron membership; review because lore references may overlap.
the_hand_of_sauron,The Hand of Sauron,char_pretty,Pretty,Pretty,,Pretty,,whois_title_phrase_match,whois_records_raw_text,whois_pretty_1780914858,Pretty boy the toy of Sauron is a Troll [Retired].,candidate,candidate,May indicate Hand of Sauron membership; review because lore references may overlap.
the_hand_of_sauron,The Hand of Sauron,char_prey,Prey,Prey,,Prey,,whois_title_phrase_match,whois_records_raw_text,whois_prey_1780914863,"Prey of Evil, Servant of Sauron is a level thirty-seven Tarkhnarb Champion [Retired]. Prey for all whitepukes - Let…",candidate,candidate,May indicate Hand of Sauron membership; review because lore references may overlap.
the_seventh_battalion,The Seventh Battalion,char_khad,Khad,Khad,,Khad,,whois_acronym_match,whois_records_raw_text,whois_khad_1780912412,"Khad the Guide, 7th Tumunzahar Battalion is a level forty-one Dwarven Battlemaster [Retired]. Last login…",candidate,candidate,Acronym can be ambiguous; review matches.
the_seventh_battalion,The Seventh Battalion,char_khad,Khad,Khad,,Khad,,whois_alternate_name_match,whois_records_raw_text,whois_khad_1780912412,"Khad the Guide, 7th Tumunzahar Battalion is a level forty-one Dwarven Battlemaster [Retired]. Last login 22 years, 8 months, a…",medium,candidate,
the_seventh_battalion,The Seventh Battalion,char_tauno,Tauno,Tauno,,Tauno,,whois_acronym_match,whois_records_raw_text,whois_tauno_1780819357,"Tauno Tumpelo, 7th Tumunzahar Battalion is a level forty Dwarven Ranger [Retired]. Last login 20 years,…",candidate,candidate,Acronym can be ambiguous; review matches.
the_seventh_battalion,The Seventh Battalion,char_tauno,Tauno,Tauno,,Tauno,,whois_alternate_name_match,whois_records_raw_text,whois_tauno_1780819357,"Tauno Tumpelo, 7th Tumunzahar Battalion is a level forty Dwarven Ranger [Retired]. Last login 20 years, 8 months, and 4 days…",medium,candidate,
the_seventh_battalion,The Seventh Battalion,char_tauno,Tauno,Tauno,,Tauno,,whois_title_phrase_match,whois_records_raw_text,whois_tauno_1780819357,"…y Dwarven Ranger [Retired]. Last login 20 years, 8 months, and 4 days ago from *.fi. Foot Soldier, 7th Tumunzahar Battalion",medium,candidate,
the_seventh_battalion,The Seventh Battalion,char_tauno,Tauno,Tauno,,Tauno,,whois_acronym_match,whois_records_raw_text,whois_tauno_1780894014,"Tauno Tumpelo, 7th Tumunzahar Battalion is a level forty Dwarven Ranger [Retired]. Last login 20 years,…",candidate,candidate,Acronym can be ambiguous; review matches.
the_seventh_battalion,The Seventh Battalion,char_tauno,Tauno,Tauno,,Tauno,,whois_alternate_name_match,whois_records_raw_text,whois_tauno_1780894014,"Tauno Tumpelo, 7th Tumunzahar Battalion is a level forty Dwarven Ranger [Retired]. Last login 20 years, 8 months, and 5 days…",medium,candidate,
the_seventh_battalion,The Seventh Battalion,char_tauno,Tauno,Tauno,,Tauno,,whois_title_phrase_match,whois_records_raw_text,whois_tauno_1780894014,"…y Dwarven Ranger [Retired]. Last login 20 years, 8 months, and 5 days ago from *.fi. Foot Soldier, 7th Tumunzahar Battalion ![ CW>",medium,candidate,
troll_kamikaze_squadron,Troll Kamikaze Squadron,char_beastly,Beastly,Beastly,,Beastly,,listed_member,2003_clans_webpage_member_list,,Retired troll group; copied entry says the listed members are incomplete.,medium,candidate,
troll_kamikaze_squadron,Troll Kamikaze Squadron,,Hogga,Hogga,,,,listed_member,2003_clans_webpage_member_list,,Retired troll group; copied entry says the listed members are incomplete.,medium,candidate,
troll_kamikaze_squadron,Troll Kamikaze Squadron,char_kakarot,Kakarot,Kakarot,,Kakarot,,alias_or_alternate_character,2003_clans_webpage_member_list,,Retired troll group; copied entry says the listed members are incomplete.,candidate,candidate,Aliases/alternate names for Kill in copied text; review before treating as separate members.
troll_kamikaze_squadron,Troll Kamikaze Squadron,,Kill,Kill,,,,listed_member,2003_clans_webpage_member_list,,Retired troll group; copied entry says the listed members are incomplete.,medium,candidate,Also known as Stussy/Kakarot according to copied text; aliases recorded separately as aliases/candidates.
troll_kamikaze_squadron,Troll Kamikaze Squadron,char_krossen,Krossen,Krossen,,Krossen,,listed_member,2003_clans_webpage_member_list,,Retired troll group; copied entry says the listed members are incomplete.,medium,candidate,
troll_kamikaze_squadron,Troll Kamikaze Squadron,char_krossen,Krossen,Krossen,,Krossen,,whois_affiliation_name_match,whois_records_raw_text,whois_krossen_1780912681,Krossen S of the Troll Kamikaze Squadron is a level thirty Mountain Troll Warrior [Retired]. One sundeath at level 28. (990108…,medium,candidate,
troll_kamikaze_squadron,Troll Kamikaze Squadron,,Lolli,Lolli,,,,listed_member,2003_clans_webpage_member_list,,Retired troll group; copied entry says the listed members are incomplete.,medium,candidate,
troll_kamikaze_squadron,Troll Kamikaze Squadron,char_stussy,Stussy,Stussy,,Stussy,,alias_or_alternate_character,2003_clans_webpage_member_list,,Retired troll group; copied entry says the listed members are incomplete.,candidate,candidate,Aliases/alternate names for Kill in copied text; review before treating as separate members.
troll_kamikaze_squadron,Troll Kamikaze Squadron,char_tommy,Tommy,Tommy,,Tommy,,listed_member,2003_clans_webpage_member_list,,Retired troll group; copied entry says the listed members are incomplete.,medium,candidate,
troll_kamikaze_squadron,Troll Kamikaze Squadron,char_zed,Zed,Zed,,Zed,founder,founder,2003_clans_webpage_member_list,,Retired troll group; copied entry says the listed members are incomplete.,medium_high,candidate,
troll_kamikaze_squadron,Troll Kamikaze Squadron,char_zed,Zed,Zed,,Zed,,whois_affiliation_name_match,whois_records_raw_text,whois_zed_1780917459,Zed Dredd of the Troll Kamikaze Squadron is a level thirty-three Cave Troll Warrior [Retired].,medium,candidate,
