source_whois_id,source_character_id,source_character_name,whois_descriptor,whois_text_excerpt,possible_guild_or_clan,evidence_type,evidence_excerpt,confidence,needs_review
whois_miser_1780913480,char_miser,Miser,Maia,"Miser the Good Ole Busc Pincher is a Maia (Wright) [Retired].
Country:  *  /    
Whities: Felix, Pöxyhm [Semi-Active]
Darkies: Nuzo, Deacon, Heztna, Salvatore, Gowaine, Limey, Medusa [Inactive]

Special Thanks to:
Nighthawk, Nazgum, Malak, Stimpy, Penelion, Valbeesk, the Great Kip and all
the others that I can't remember atm.

/shout m to the Arda crew of late 96' - early 97'",,group_keyword_line,/shout m to the Arda crew of late 96' - early 97',low,yes
whois_morfizm_1780913615,char_morfizm,Morfizm,Maia,"Morfizm is a Maia.
Army of the West           Aew Eto Findas Johnie Kaunis Kiska
                           Lulu Lutien Moci Oiri Sul

morfizm@yahoo.com",,group_keyword_line,Army of the West           Aew Eto Findas Johnie Kaunis Kiska,low,yes
whois_morholt_1780913632,char_morholt,Morholt,Black Númenórean,"Morholt The Headhunter of Black Shadow Clan is a Black Númenórean.
Thanks for looting most including darkie only items,",,group_keyword_line,Morholt The Headhunter of Black Shadow Clan is a Black Númenórean.,medium,yes
whois_morphine_1780913655,char_morphine,Morphine,Orc,"Morphine the Pointy Ear-Collector is an Orc [Retired].

                     One Orc Army

Will pay 20 shiny coins for each pair of ears.",,group_keyword_line,One Orc Army,low,yes
whois_mortis_1780913683,char_mortis,Mortis,Black Númenórean,"Mortis the Harbinger of the Black Shadow Clan is a Black
    Númenórean [Retired].",,group_keyword_line,Mortis the Harbinger of the Black Shadow Clan is a Black,medium,yes
whois_naga_1780913841,char_naga,Naga,Maia,"Naga the White Serpent is a Maia (Shaper).
>> Yants narrates 'sigh. Naga squashed my ants.'
>> Ocher tells you 'Leave Yant's ants alone'
>> Alkar says 'don't screw with a mudller!'
>> Falk brabbles: naga is god of the trolls
>> Eolo tells you 'I thought you were a snake, but it is ok to express your
>> feelings.'
>> Vidunder tells you 'so you're the mastermind behind all the
>> hobbit-slaughter?'
>> Insomniac tells you 'we all have our blonde moments. dont let anyone
>> tell you different!'
>> Waba says 'Your knowledge of S&
…",,group_keyword_line,>> Alkar says 'don't screw with a mudller!',low,yes
whois_nari_1780913927,char_nari,Nari,Dwarven Warden,"Nari Khórad, Chancellor of Durin's Army is a level thirty-nine
    Dwarven Warden [Retired].
Last login 10 years, 1 month, and 17 days ago from *.com.
mark@ons.ca

Ever have a REALLY bad day?
> On the 16th Winterfilth in 2929 of the third age, you were slain in a Secret
> Passage by a vile guardian stone beast, and fell to level thirty-eight.
> [...]
> ! CW Mana:Warm>wear banded
> You put a banded ring on you
…",,group_keyword_line,"Nari Khórad, Chancellor of Durin's Army is a level thirty-nine",low,yes
whois_nari_1780913927,char_nari,Nari,Dwarven Warden,"Nari Khórad, Chancellor of Durin's Army is a level thirty-nine
    Dwarven Warden [Retired].
Last login 10 years, 1 month, and 17 days ago from *.com.
mark@ons.ca

Ever have a REALLY bad day?
> On the 16th Winterfilth in 2929 of the third age, you were slain in a Secret
> Passage by a vile guardian stone beast, and fell to level thirty-eight.
> [...]
> ! CW Mana:Warm>wear banded
> You put a banded ring on your left finger.
> Your banded ring begins to pulsate, you can feel it jumping
> on your finger, in a searing flash it disintegrates!",,group_keyword_line,"> Passage by a vile guardian stone beast, and fell to level thirty-eight.",low,yes
whois_nazghûl_1780913966,,Nazghûl,Orc,"Nazghûl Shadowy Guardian of The Frozen North is an Orc [Retired].

Prophet! said I, thing of evil! Prophet still, if bird or devil!
Whether tempter sent, or whether tempest tossed thee here ashore,
Desolate, yet all undaunted, on this desert land enchanted-
On this home by horror haunted- tell me truly, I implore:
Is there- is there balm in Gilead? Tell me- tell me, I implore!""

Quoth the raven, ""Nevermore.""",,group_keyword_line,Nazghûl Shadowy Guardian of The Frozen North is an Orc [Retired].,low,yes
whois_newmie_1780914022,char_newmie,Newmie,Beorning Bodyguard,"Newmie the Beach Patrol senior is a level thirty-seven Beorning
    Bodyguard [Retired].
Last login 7 years, 7 months, and 23 days ago from *.se.

Newmie scans the beach for people in need of help.
As he sees none, he flexes his chest and combs his hair.",,group_keyword_line,Bodyguard [Retired].,low,yes
whois_norrland_1780914113,char_norrland,Norrland,Tarkhnarb Snaga,"Norrland is a level six Tarkhnarb Snaga [Retired].
Is playing from *.norrland

The original *.norrland, the founders of the clan:
Edvard, Faint, Lasse & David

Additions:
(Mume-mail Edvard if you feel that you deserve to be on this list!)

A homepage is under construction...",,group_keyword_line,"The original *.norrland, the founders of the clan:",medium,yes
whois_oscarmeyer_1780914294,char_oscarmeyer,Oscarmeyer,Black Númenórean Murderer,"Oscarmeyer the Evasion Expert of Black Shadow Clan is a level
    fifty-two Black Númenórean Murderer [Retired].

Oh, dance in the dark of night,
Sing to the morn-ing light.
The dark Lord rides in force tonight
And time will tell us all.",,group_keyword_line,Oscarmeyer the Evasion Expert of Black Shadow Clan is a level,medium,yes
whois_pilsner_1780914437,char_pilsner,Pilsner,Maia,"Pilsner Gurqwell, the God of Hammerhead Clan is a Maia.
If his hands are above your head,
than his nuts are the same level
as your teeths.

Whities: Butrus Kokot Koza Prcek Pumba Starobahno Torham
Darkies: Chuj Dolik Guma Hovado Khamil Kurva Mamut Mamutice Mrsina Ozon Tupoun
Zaugurz: Nogir Pepa",,group_keyword_line,"Pilsner Gurqwell, the God of Hammerhead Clan is a Maia.",medium,yes
whois_prosit_1780914880,char_prosit,Prosit,Dwarven Warden,"Prosit Sigin, One of the Otso [NSL] is a level thirty-seven
    Dwarven Warden [Retired].
Last login 17 years, 9 months, and 12 days ago from [numerical
    address].

   Best Fortune Cookies:

  .cz is the guild of looters.
  Those marked by .ee are known to cheat more
  When the Aratar drink liquour, stay out!",,group_keyword_line,.cz is the guild of looters.,medium,yes
whois_razoor_1780915146,char_razoor,Razoor,Troll,"Razoor - A Walking Christmastree is a Troll [Retired].

Temegl whines 'we are the 3 overkilling ologs!'
Temegl whines 'with portalwhoring bn!'
Temegl whines 'we are the A team!'

Naomi utters the word 'grzzs'
Temegl lies down and falls asleep.

Naomi says 'portalwhore my ass'",,group_keyword_line,Temegl whines 'we are the A team!',low,yes
whois_rhômbuc_1780915242,,Rhômbuc,Orc,Rhômbuc the Guardian of Zirak-zigil is an Orc [Retired].,,group_keyword_line,Rhômbuc the Guardian of Zirak-zigil is an Orc [Retired].,low,yes
whois_rippin_1780915288,char_rippin,Rippin,Fallohide Bodyguard,"Rippin Hood, Second Lieutenant of the SST is a level thirty-six
    Fallohide Bodyguard [Retired].
Last login 23 years, 11 months, and 27 days ago from *.nl.
After a successful carreer in Hollinwood, where he appeared in classics
such as 'Rippin Hood', 'The Rippinator' and 'Rippin Powers', Rippin now is
travelling the lands trying to evade the many fans he gained throughout
the screenings of his newer works, 'Rippin Powers II, the wobbit who sh
…",,group_keyword_line,Fallohide Bodyguard [Retired].,low,yes
whois_rotho_1780915385,char_rotho,Rotho,Stoor Bodyguard,"Rotho Brandybuck is a level forty-five Stoor Bodyguard [Retired].
Last login 9 months and 5 days ago.

FOR THE SHIRE!
A horse leaves south.",,group_keyword_line,Rotho Brandybuck is a level forty-five Stoor Bodyguard [Retired].,low,yes
whois_shagrath_1780915668,char_shagrath,Shagrath,Elf,"Shagrath the Guardian Anger is an Elf [Retired].
Last login 16 years, 9 months, and 8 days ago.",,group_keyword_line,Shagrath the Guardian Anger is an Elf [Retired].,low,yes
whois_shala_1780915685,char_shala,Shala,Silvan Hero,"Shala the Guardian of Wilderness is a level forty Silvan Hero
    [Retired].
Last login 11 years, 4 months, and 25 days ago from *.net.",,group_keyword_line,Shala the Guardian of Wilderness is a level forty Silvan Hero,low,yes
whois_sloshed_1780915911,char_sloshed,Sloshed,Tarkhnarb Battlemaster,"Sloshed of Team Canada! is a level thirty-three Tarkhnarb
    Battlemaster [Retired].
904 Pukes currently on TrophY!",,group_keyword_line,Sloshed of Team Canada! is a level thirty-three Tarkhnarb,low,yes
whois_snowball_1780915997,char_snowball,Snowball,Black Númenórean,"Snowball - Firekeeper of the Black Shadow Clan is a Black
    Númenórean [Retired].

              Im Mesmerized in every way,
               You keep me in a state of daze,
                Your kisses make my skin feel weak,
                 Always nothing in your way,
                  And i sore like a bird in the wind,
                   Oh i glide as im flying through heaven.",,group_keyword_line,Snowball - Firekeeper of the Black Shadow Clan is a Black,medium,yes
whois_spinner_1780916071,char_spinner,Spinner,Orc,"Spinner Bloodlust is an Orc [Retired].

""I will have my vengeance, in this life or the next.""

-- Maximus Decimus Meridius
   General of the Felix Legions",,group_keyword_line,General of the Felix Legions,low,yes
whois_steele_1780916145,char_steele,Steele,Maia,Steele - Guardian of the White Tower is a Maia.,,group_keyword_line,Steele - Guardian of the White Tower is a Maia.,low,yes
whois_tars_1780916305,char_tars,Tars,Orc,"Tars Tarkas King of the Tribe that Returned is an Orc [Retired].

Woe to you my Princess, when I come, I will kiss you quite red
and feed you till you are plump. And if you are froward, you
shall see who is the stronger, a gentle little girl who doesn't
eat enough or a big wild man who has cocaine in his body.

- Sigmund Freud",,group_keyword_line,Tars Tarkas King of the Tribe that Returned is an Orc [Retired].,medium,yes
whois_tasa_1780916310,char_tasa,Tasa,Stoor Warden,"Tasa Steamyhead, Shirriff of Moria is a level twenty-six Stoor
    Warden [Retired].
Last login 25 years, 9 months, and 2 days ago from *.ee.",,group_keyword_line,"Tasa Steamyhead, Shirriff of Moria is a level twenty-six Stoor",low,yes
whois_tezcatlipoca_1780916400,char_tezcatlipoca,Tezcatlipoca,Dwarven Hero,"Tezcatlipoca Thunderblade, Warden of Durin's House is a level
    fifty Dwarven Hero [Retired].
Last login 3 years, 6 months, and 18 days ago from *.ee.
...",,group_keyword_line,"Tezcatlipoca Thunderblade, Warden of Durin's House is a level",medium,yes
whois_tha_1780916406,char_tha,Tha,Dwarven Chieftain,"Tha Darksoul, Berserker of Durin's House is a level fifty-one
    Dwarven Chieftain [Retired].
Last login 22 years, 10 months, and 23 days ago from *.ee.
You are intoxicated.

Now I'm a killer, and I have no faith.
You play the victim, as I come for you.
We'r all the same little losers. But we fight like hell.
So come on drop your guard now, I'm coming through...",,group_keyword_line,"Tha Darksoul, Berserker of Durin's House is a level fifty-one",medium,yes
whois_tha_1780916406,char_tha,Tha,Dwarven Chieftain,"Tha Darksoul, Berserker of Durin's House is a level fifty-one
    Dwarven Chieftain [Retired].
Last login 22 years, 10 months, and 23 days ago from *.ee.
You are intoxicated.

Now I'm a killer, and I have no faith.
You play the victim, as I come for you.
We'r all the same little losers. But we fight like hell.
So come on drop your guard now, I'm coming through...",,group_keyword_line,"So come on drop your guard now, I'm coming through...",low,yes
whois_thrór_1780916535,,Thrór,Longbeard Hero,"Thrór Blacksmith, Elder of Durin's House is a level seventy
    Longbeard Hero [Retired].
Last login 2 months and 26 days ago from *.ee.
The Dwarves of Durin's House, Loyal to King Thorin II Oakenshield

                  Thror Blacksmith     Staub Steelblade

Condor Headslayer       Doreth Lightfoot          Eld Clearthought
Erath Soulblade         Fragir Exorcist           Bruni Brighthead
Grunga Nimblef
…",,group_keyword_line,"Thrór Blacksmith, Elder of Durin's House is a level seventy",medium,yes
whois_thrór_1780916535,,Thrór,Longbeard Hero,"Thrór Blacksmith, Elder of Durin's House is a level seventy
    Longbeard Hero [Retired].
Last login 2 months and 26 days ago from *.ee.
The Dwarves of Durin's House, Loyal to King Thorin II Oakenshield

                  Thror Blacksmith     Staub Steelblade

Condor Headslayer       Doreth Lightfoot          Eld Clearthought
Erath Soulblade         Fragir Exorcist           Bruni Brighthead
Grunga Nimblefinger     Grunganator Largefeet     Zeddicus Stronghand
Nator Bloodlust         Shwash Bummer             Tezcatlipoca Thunderblade
Tha Darksou
…",,group_keyword_line,"The Dwarves of Durin's House, Loyal to King Thorin II Oakenshield",medium,yes
whois_vip_1780917133,char_vip,Vip,Black Númenórean Envoy,"Vip the Black Necrofilonean Patriarch is a level sixty-one Black
    Númenórean Envoy [Retired].

Protect da V.I.P. team !!!",,group_keyword_line,Protect da V.I.P. team !!!,low,yes
whois_vishnak_1780917138,char_vishnak,Vishnak,Tarkhnarb Veteran,"…
Tarkhnarb Veteran
    [Retired].

He was sent to take Enso's place among the Uruk-Hai of the Misty Mountains by
Grolushivak Rockbottom, the by far most respected leader of the outposts in the
north. He is now beginning to grow into the role of his predecessor and will no
longer hesitate to violently and relentlessly unleash his fury upon those who
oppose him or disobey his orders. Fear will once again be our greatest weapon.",,group_keyword_line,oppose him or disobey his orders. Fear will once again be our greatest weapon.,low,yes
whois_xaltotun_1780917369,char_xaltotun,Xaltotun,Tarkhnarb Champion,"Xaltotun the Purple Ninja, Tunck-Fu Clan is a level fifty-three
    Tarkhnarb Champion [Retired].
...",,group_keyword_line,"Xaltotun the Purple Ninja, Tunck-Fu Clan is a level fifty-three",medium,yes
whois_zeddicus_1780917466,char_zeddicus,Zeddicus,Dwarven Hero,"Zeddicus Stronghand, Warden of Durin's House is a level
    forty-seven Dwarven Hero [Retired].
Last login 23 years, 1 month, and 22 days ago from [numerical
    address].",,group_keyword_line,"Zeddicus Stronghand, Warden of Durin's House is a level",medium,yes
whois_zomb_1780917573,char_zomb,Zomb,your Papa Bodyguard is an Orc,"Zomb is your Papa Bodyguard is an Orc.
Member of mafia.ru

*a crippled pukie* says: 'are u gangsters?'
*Zomb* perdnul: 'NO! We are russians!'",,group_keyword_line,Zomb is your Papa Bodyguard is an Orc.,low,yes
whois_zorgoth_1780917601,char_zorgoth,Zorgoth,Orc,"Zorgoth the Mastersmith of Durgash tribe is an Orc [Retired].

   Are you afraid, afraid to die?
Don't be afraid to try ...
   Are you afraid, afraid to die?
Don't be afraid to suicide ...",,group_keyword_line,Zorgoth the Mastersmith of Durgash tribe is an Orc [Retired].,medium,yes
whois_fragir_1780961941,char_fragir,Fragir,Dwarven Priest,"Fragir the Exorcist, Monk of Durin's House is a
    level seventy-five Dwarven Priest.
Last login 1 month and 28 days ago from [numerical
    address].",,group_keyword_line,"Fragir the Exorcist, Monk of Durin's House is a",medium,yes
whois_naga_1780962021,char_naga,Naga,Maia,"Naga the White Serpent is a Maia (Shaper).
>> Yants narrates 'sigh. Naga squashed my ants.'
>> Ocher tells you 'Leave Yant's ants alone'
>> Alkar says 'don't screw with a mudller!'
>> Falk brabbles: naga is god of the trolls
>> Eolo tells you 'I thought you were a snake, but it is ok to express your
>> feelings.'
>> Vidunder tells you 'so you're the mastermind behind all the
>> hobbit-slaughter?'
>> Insomniac tells you 'we all have our blonde moments. dont let anyone
>> tell you different!'
>> Waba says 'Your knowledge of S&
…",,group_keyword_line,>> Alkar says 'don't screw with a mudller!',low,yes
whois_rotho_1780962039,char_rotho,Rotho,Stoor Bodyguard,"Rotho Brandybuck is a level forty-five Stoor
    Bodyguard [Retired].
Last login 9 months and 6 days ago.

FOR THE SHIRE!",,group_keyword_line,Bodyguard [Retired].,low,yes
